;race_id;horse_place;horse_number;horse_name;horse_sex;horse_age;horse_jockey_driver;horse_time;horse_time_per_km;distance_to_first_horse;horse_won;race_distance;ground_conditions;race_type;type_of_track;rail
4628;202303_706;1;6;SPORT COUPE;H;5;Foresi F.;0.0;0.0;;1;2000;Terrain_Bon;Plat;Herbe;Corde à gauche
4629;202303_706;2;4;MONI;H;7;Crastus A.;0.0;0.0;CTE TETE;0;2000;Terrain_Bon;Plat;Herbe;Corde à gauche
4630;202303_706;3;9;ASPEN;H;4;Roussel Léo;0.0;0.0;1 L 1/2;0;2000;Terrain_Bon;Plat;Herbe;Corde à gauche
4631;202303_706;4;3;EDITED;H;6;Mlle Lena Antoniotti;0.0;0.0;3/4 L;0;2000;Terrain_Bon;Plat;Herbe;Corde à gauche
4632;202303_706;5;10;RIMBAULT;H;4;Pacaut Mlle C.;0.0;0.0;1 L 1/2;0;2000;Terrain_Bon;Plat;Herbe;Corde à gauche
4633;202303_706;6;7;O'MONERIE;F;4;Lemaitre A.;0.0;0.0;1 L;0;2000;Terrain_Bon;Plat;Herbe;Corde à gauche
4634;202303_706;7;2;ALROMY;F;4;Velon Mlle M.;0.0;0.0;NEZ;0;2000;Terrain_Bon;Plat;Herbe;Corde à gauche
4635;202303_707;1;10;JEEDAYA DU VIVIER;F;4;Ernault S.;218.97;76.8;;1;2850;Terrain_Bon;Attelé;Sable;Corde à gauche
4636;202303_707;2;3;JOKER DE LA CRIERE;M;4;Ricart J. Y.;219.84;77.1;;0;2850;Terrain_Bon;Attelé;Sable;Corde à gauche
4637;202303_707;3;8;JASMINE DU ROY;F;4;Congard R.;222.78;78.2;;0;2850;Terrain_Bon;Attelé;Sable;Corde à gauche
4638;202303_707;4;7;JEFFERSON TERRIE;H;4;Raffin E.;222.94;78.2;;0;2850;Terrain_Bon;Attelé;Sable;Corde à gauche
4639;202303_707;5;9;JEWEL OF SEBHA;H;4;Giot J. L.;223.11;78.3;;0;2850;Terrain_Bon;Attelé;Sable;Corde à gauche
4640;202303_708;1;2;FORT JOLIE;F;8;Zuliani A.;0.0;0.0;;1;Country;Terrain_Bon;Cross;Herbe;Corde à droite
4641;202303_708;2;3;GOLDCHOP;H;8;Dumouch Th.;0.0;0.0;3 L;0;Country;Terrain_Bon;Cross;Herbe;Corde à droite
4642;202303_708;3;1;ECRINROSE;H;9;Julliot R.;0.0;0.0;6 L 1/2;0;Country;Terrain_Bon;Cross;Herbe;Corde à droite
4643;202303_708;4;4;BARPOWER;H;7;Blot P.;0.0;0.0;ENCOLURE;0;Country;Terrain_Bon;Cross;Herbe;Corde à droite
4644;202303_708;5;6;GWINZEGAL;F;7;Lebrun J. S.;0.0;0.0;4 L 1/2;0;Country;Terrain_Bon;Cross;Herbe;Corde à droite
4645;202303_709;1;2;KENZAL;H;5;Foresi F.;0.0;0.0;;1;1800;Terrain_Standard;Plat;Sable fibré;Corde à droite
4646;202303_709;2;3;MAKE GOLD;F;5;Trullier T.;0.0;0.0;NEZ;0;1800;Terrain_Standard;Plat;Sable fibré;Corde à droite
4647;202303_709;3;10;SIMARUBA;F;5;Boisseau L.;0.0;0.0;ENCOLURE;0;1800;Terrain_Standard;Plat;Sable fibré;Corde à droite
4648;202303_709;4;13;KARRY BRADSHAW;F;7;Madamet A.;0.0;0.0;2 L 1/2;0;1800;Terrain_Standard;Plat;Sable fibré;Corde à droite
4649;202303_709;5;9;SAGUARO;H;7;Piccone T.;0.0;0.0;1 L 3/4;0;1800;Terrain_Standard;Plat;Sable fibré;Corde à droite
4650;202303_709;6;5;ULTIME NONANTAISE;F;4;Bouvier Mme Cél.;0.0;0.0;TETE;0;1800;Terrain_Standard;Plat;Sable fibré;Corde à droite
4651;202303_709;7;4;GARDOL MOON;F;4;Planque S.;0.0;0.0;1/2 L;0;1800;Terrain_Standard;Plat;Sable fibré;Corde à droite
4652;202303_710;1;16;IMPERIAL MABON;H;5;Raffin E.;196.9;72.9;;1;2700;Terrain_Bon;Attelé;Machefer;Corde à gauche
4653;202303_710;2;8;ISYBOY DE CINGLAIS;H;5;Monthule Hug.;197.03;73.0;;0;2700;Terrain_Bon;Attelé;Machefer;Corde à gauche
4654;202303_710;3;13;ICARE DES VALOIS;M;5;Levesque Th.;197.13;73.0;;0;2700;Terrain_Bon;Attelé;Machefer;Corde à gauche
4655;202303_710;4;15;IBIZA BELLA;F;5;Wiels A.;197.22;73.0;;0;2700;Terrain_Bon;Attelé;Machefer;Corde à gauche
4656;202303_710;5;4;IBISCUS MAN;H;5;Larue R. Ch.;197.27;73.1;;0;2700;Terrain_Bon;Attelé;Machefer;Corde à gauche
4657;202303_710;6;10;ILE AUX MOINES;F;5;Rochard B.;197.41;73.1;;0;2700;Terrain_Bon;Attelé;Machefer;Corde à gauche
4658;202303_710;7;6;IMOKO JIBELAU;H;5;Gourgand C.;197.84;73.3;;0;2700;Terrain_Bon;Attelé;Machefer;Corde à gauche
4659;202303_711;1;3;WABAL;H;3;Gutierrez Val A.;0.0;0.0;;1;1600;Terrain_TrèsSouple;Plat;Herbe;Corde à droite
4660;202303_711;2;8;PIANINO;H;3;Veron F.;0.0;0.0;2 L 1/2;0;1600;Terrain_TrèsSouple;Plat;Herbe;Corde à droite
4661;202303_711;3;9;WELCH FUSILIER;H;3;Barille Y.;0.0;0.0;1/2 L;0;1600;Terrain_TrèsSouple;Plat;Herbe;Corde à droite
4662;202303_711;4;10;FAMOSO;M;3;Crastus A.;0.0;0.0;1 L;0;1600;Terrain_TrèsSouple;Plat;Herbe;Corde à droite
4663;202303_711;5;2;HIGHLAND ARCHER;M;3;Mangione R.;0.0;0.0;1/4 L;0;1600;Terrain_TrèsSouple;Plat;Herbe;Corde à droite
4664;202303_711;6;6;BOLT OF THUNDER;H;3;Eon Mlle M.;0.0;0.0;CTE TETE;0;1600;Terrain_TrèsSouple;Plat;Herbe;Corde à droite
4665;202303_711;7;5;ARTAIOS;H;3;Werle A.;0.0;0.0;ENCOLURE;0;1600;Terrain_TrèsSouple;Plat;Herbe;Corde à droite
4666;202303_712;1;4;HOUKO SPORT;H;6;Lebourgeois Y.;212.11;73.8;;1;2875;Terrain_Bon;Monté;Sable;Corde à gauche
4667;202303_712;2;7;ICARE DE TROIS;H;5;Mottier M.;212.97;74.1;;0;2875;Terrain_Bon;Monté;Sable;Corde à gauche
4668;202303_712;3;6;IDEAL DU NOYER;H;5;Martin G.;215.36;74.9;;0;2875;Terrain_Bon;Monté;Sable;Corde à gauche
4669;202303_712;4;1;IKITORI;H;5;Roussel And.;215.83;75.1;;0;2875;Terrain_Bon;Monté;Sable;Corde à gauche
4670;202303_712;5;5;ISSAMBRES FIX;H;5;Desmigneux F.;216.1;75.2;;0;2875;Terrain_Bon;Monté;Sable;Corde à gauche
4671;202303_712;6;8;IVINDO DU BOCAGE;H;5;Rochard B.;0.0;0.0;;0;2875;Terrain_Bon;Monté;Sable;Corde à gauche
4672;202303_712;7;2;HABORALI DE CHENU;H;6;Viel Mar.;0.0;0.0;;0;2875;Terrain_Bon;Monté;Sable;Corde à gauche
4673;202303_713;1;1;TRENAVIN;H;4;Germain Mlle M.;0.0;0.0;;1;2000;Terrain_Standard;Plat;Sable fibré;Corde à gauche
4674;202303_713;2;4;BEIJINHO;M;4;Millet G.;0.0;0.0;1 L;0;2000;Terrain_Standard;Plat;Sable fibré;Corde à gauche
4675;202303_713;3;5;EDIFIANT;H;4;Legras G.;0.0;0.0;NEZ;0;2000;Terrain_Standard;Plat;Sable fibré;Corde à gauche
4676;202303_713;4;3;LE QUEEN;H;4;Boutin Hug.;0.0;0.0;1 L 1/2;0;2000;Terrain_Standard;Plat;Sable fibré;Corde à gauche
4677;202303_713;5;6;OLAF THE BIG ONE;M;4;Orani Ant.;0.0;0.0;1 L;0;2000;Terrain_Standard;Plat;Sable fibré;Corde à gauche
4678;202303_713;6;7;GOLDANIA;F;4;Molins Mme Amb.;0.0;0.0;3/4 L;0;2000;Terrain_Standard;Plat;Sable fibré;Corde à gauche
4679;202303_713;7;8;COUR BLANCHE;F;4;Grandin M.;0.0;0.0;3/4 L;0;2000;Terrain_Standard;Plat;Sable fibré;Corde à gauche
4680;202303_714;1;7;DELTA DE LOIRON;H;10;Metzemaekers Mme I.;222.54;75.4;;1;2925;Terrain_Bon;Attelé;Sable;Corde à gauche
4681;202303_714;2;9;FEU D'AZUR;H;8;De Neve Lea.;222.83;75.5;;0;2925;Terrain_Bon;Attelé;Sable;Corde à gauche
4682;202303_714;3;10;GIVE ME QUICK;H;7;Prudhon T.;223.31;75.7;;0;2925;Terrain_Bon;Attelé;Sable;Corde à gauche
4683;202303_714;4;6;EPICURIEN;M;9;Abrivard Mlle J. M.;223.36;75.7;;0;2925;Terrain_Bon;Attelé;Sable;Corde à gauche
4684;202303_714;5;2;HELL BOY DU BOULAY;H;6;Blanchetiere Mlle S.;223.58;76.4;;0;2925;Terrain_Bon;Attelé;Sable;Corde à gauche
4685;202303_714;6;8;DORNADO;H;10;Ambrogio Mlle G.;224.27;76.0;;0;2925;Terrain_Bon;Attelé;Sable;Corde à gauche
4686;202303_714;7;3;HONFLEUR DE LINE;F;6;Unterreiner A.;227.22;77.7;;0;2925;Terrain_Bon;Attelé;Sable;Corde à gauche
4687;202303_715;1;11;IROISE DU VIVIER;F;5;De Vaugiraud A.;177.11;76.2;;1;2325;Terrain_Bon;Attelé;Sable;Corde à droite
4688;202303_715;2;10;IVELTAL;H;5;Fournigault G.;177.51;76.3;;0;2325;Terrain_Bon;Attelé;Sable;Corde à droite
4689;202303_715;3;12;ISHOOP;H;5;Lacombe Y.;177.54;76.4;;0;2325;Terrain_Bon;Attelé;Sable;Corde à droite
4690;202303_715;4;1;IRUS DE GUEZ;H;5;Criado M.;178.45;76.8;;0;2325;Terrain_Bon;Attelé;Sable;Corde à droite
4691;202303_715;5;9;IRIA METIS;F;5;Brossard N. R.;178.99;77.0;;0;2325;Terrain_Bon;Attelé;Sable;Corde à droite
4692;202303_716;1;2;JEWEL JIEL;H;4;Brossard D.;191.3;75.0;;1;2550;Terrain_Bon;Attelé;Sable;Corde à droite
4693;202303_716;2;4;JANGO BELLO;H;4;Honore A.;191.77;75.2;;0;2550;Terrain_Bon;Attelé;Sable;Corde à droite
4694;202303_716;3;6;JAPAN GIRL;F;4;Criado M.;194.34;76.2;;0;2550;Terrain_Bon;Attelé;Sable;Corde à droite
4695;202303_716;4;13;JET SAN LEANDRO;H;4;Raffin E.;194.58;76.3;;0;2550;Terrain_Bon;Attelé;Sable;Corde à droite
4696;202303_716;5;15;JACKSON D'ARC;H;4;Cabos V.;194.93;76.4;;0;2550;Terrain_Bon;Attelé;Sable;Corde à droite
4697;202303_717;1;6;HEROINE DE GUERRE;F;6;Koubiche L.;244.05;77.5;;1;3150;Terrain_Bon;Attelé;Sable;Corde à droite
4698;202303_717;2;10;GRACIEUX GALBE;M;7;Morin A.;244.15;77.5;;0;3150;Terrain_Bon;Attelé;Sable;Corde à droite
4699;202303_717;3;2;HALIKA ROUSSETIERE;F;6;Roblot Y.;244.83;77.7;;0;3150;Terrain_Bon;Attelé;Sable;Corde à droite
4700;202303_717;4;11;HUIZON DES TITHAIS;H;6;Sorais P.;244.86;77.1;;0;3150;Terrain_Bon;Attelé;Sable;Corde à droite
4701;202303_717;5;14;GINGER DE BRASSE;F;7;Poilane S.;245.32;77.3;;0;3150;Terrain_Bon;Attelé;Sable;Corde à droite
4702;202303_717;6;1;HARRY D'YVI;M;6;Hocde J.;245.47;77.9;;0;3150;Terrain_Bon;Attelé;Sable;Corde à droite
4703;202303_717;7;8;GALION DU SKY;H;7;Deville J.;246.1;78.1;;0;3150;Terrain_Bon;Attelé;Sable;Corde à droite
4704;202303_718;1;9;JUSTICE;F;4;Zuliani A.;0.0;0.0;;1;3400;Terrain_TrèsSouple;Haies;Herbe;Corde à droite
4705;202303_718;2;6;JANVIER;H;4;Charron J.;0.0;0.0;4 L;0;3400;Terrain_TrèsSouple;Haies;Herbe;Corde à droite
4706;202303_718;3;5;JALZAN;H;4;Manceau E.;0.0;0.0;NEZ;0;3400;Terrain_TrèsSouple;Haies;Herbe;Corde à droite
4707;202303_718;4;3;JOMO DE LUX;H;4;Denis P.;0.0;0.0;4 L;0;3400;Terrain_TrèsSouple;Haies;Herbe;Corde à droite
4708;202303_718;5;2;JUST DO IT ALLEN;H;4;De Giles F.;0.0;0.0;2 L 1/2;0;3400;Terrain_TrèsSouple;Haies;Herbe;Corde à droite
4709;202303_718;6;1;JAMES DE BAUNE;H;4;Colson L.;0.0;0.0;2 L 1/2;0;3400;Terrain_TrèsSouple;Haies;Herbe;Corde à droite
4710;202303_718;7;11;JALISCA D'ALENE;F;4;Richard G.;0.0;0.0;4 L;0;3400;Terrain_TrèsSouple;Haies;Herbe;Corde à droite
4711;202303_719;1;7;DOMINO D'AUVRECY;H;10;Feron J. Ch.;157.96;73.5;;1;2150;Terrain_Bon;Attelé;Sable;Corde à gauche
4712;202303_719;2;6;DIXIT DANICA;H;10;Briand Y. A.;158.34;73.6;;0;2150;Terrain_Bon;Attelé;Sable;Corde à gauche
4713;202303_719;3;1;ELAN BAROQUE;H;9;Garcia L.;158.43;73.7;;0;2150;Terrain_Bon;Attelé;Sable;Corde à gauche
4714;202303_719;4;2;CRIS LUIS PORSGUEN;H;11;Clozier F.;158.5;73.7;;0;2150;Terrain_Bon;Attelé;Sable;Corde à gauche
4715;202303_719;5;11;FORMA DE BLARY;F;8;Martens C.;158.81;73.9;;0;2150;Terrain_Bon;Attelé;Sable;Corde à gauche
4716;202303_719;6;12;ELFE GEDE;H;9;Bekaert D.;158.9;73.9;;0;2150;Terrain_Bon;Attelé;Sable;Corde à gauche
4717;202303_719;7;10;DEDE DRIVER;H;10;Ensch N.;158.91;73.9;;0;2150;Terrain_Bon;Attelé;Sable;Corde à gauche
4718;202303_720;1;1;BANKSY;H;5;Lefebvre F.;0.0;0.0;;1;1400;Terrain_Collant;Plat;Herbe;Corde à gauche
4719;202303_720;2;10;FORCE CAT;M;5;Seguy V.;0.0;0.0;4 L 1/2;0;1400;Terrain_Collant;Plat;Herbe;Corde à gauche
4720;202303_720;3;15;SKADE;F;5;Thomas Ron.;0.0;0.0;3/4 L;0;1400;Terrain_Collant;Plat;Herbe;Corde à gauche
4721;202303_720;4;12;BLOOD CHOPE;F;4;Hardouin E.;0.0;0.0;CTE TETE;0;1400;Terrain_Collant;Plat;Herbe;Corde à gauche
4722;202303_720;5;13;ABRASSO;H;5;Tison Mlle S.;0.0;0.0;ENCOLURE;0;1400;Terrain_Collant;Plat;Herbe;Corde à gauche
4723;202303_720;6;6;SWEET DAMIANA;F;5;Piccone T.;0.0;0.0;ENCOLURE;0;1400;Terrain_Collant;Plat;Herbe;Corde à gauche
4724;202303_720;7;11;MOASA;F;6;Bentahar Aym.;0.0;0.0;CTE ENC.;0;1400;Terrain_Collant;Plat;Herbe;Corde à gauche
4725;202303_721;1;8;JANATOSSA;F;4;Raffestin J.;214.49;78.0;;1;2750;Terrain_Bon;Attelé;Pouzzolane;Corde à gauche
4726;202303_721;2;10;JAVOTTE D'ARDENNES;F;4;Verva L.;216.85;78.9;;0;2750;Terrain_Bon;Attelé;Pouzzolane;Corde à gauche
4727;202303_721;3;5;JINNY SEN;F;4;Koubiche Jér.;217.02;78.9;;0;2750;Terrain_Bon;Attelé;Pouzzolane;Corde à gauche
4728;202303_721;4;13;JACOTTE DU GUELIER;F;4;Vanmeerbeck J.;217.12;79.0;;0;2750;Terrain_Bon;Attelé;Pouzzolane;Corde à gauche
4729;202303_721;5;11;JUTLAND;F;4;Verva M.;217.19;79.0;;0;2750;Terrain_Bon;Attelé;Pouzzolane;Corde à gauche
4730;202303_722;1;9;KRONOS DU KLAU;M;3;Parys C.;202.91;75.9;;1;2650;Terrain_Bon;Attelé;Sable;Corde à droite
4731;202303_722;2;1;KID PARKER;H;3;Marty F.;205.59;77.6;;0;2650;Terrain_Bon;Attelé;Sable;Corde à droite
4732;202303_722;3;2;KARA DES BROUSSES;F;3;De Vaugiraud A.;205.81;77.7;;0;2650;Terrain_Bon;Attelé;Sable;Corde à droite
4733;202303_722;4;8;KENTUCKY WOOD;M;3;Dubois J. Pie.;206.21;77.1;;0;2650;Terrain_Bon;Attelé;Sable;Corde à droite
4734;202303_722;5;6;KING GATE;M;3;Denechere R. W.;206.35;77.1;;0;2650;Terrain_Bon;Attelé;Sable;Corde à droite
4735;202303_722;6;7;KORINA BERRY;F;3;Criado M.;206.5;77.2;;0;2650;Terrain_Bon;Attelé;Sable;Corde à droite
4736;202303_722;7;4;KALINKA D'ALBRET;F;3;Vanacker B.;208.18;78.6;;0;2650;Terrain_Bon;Attelé;Sable;Corde à droite
4737;202303_723;1;4;GASPAR D'ANGIS;H;7;Raffin E.;222.35;74.1;;1;3000;Terrain_Bon;Attelé;Pouzzolane;Corde à gauche
4738;202303_723;2;3;FLASH ROYAL;H;8;Criado M.;222.47;74.2;;0;3000;Terrain_Bon;Attelé;Pouzzolane;Corde à gauche
4739;202303_723;3;6;GAUDEO;M;7;Dabouis A.;223.16;74.4;;0;3000;Terrain_Bon;Attelé;Pouzzolane;Corde à gauche
4740;202303_723;4;12;FAKIR DU RANCH;H;8;Briand Y. A.;223.25;73.8;;0;3000;Terrain_Bon;Attelé;Pouzzolane;Corde à gauche
4741;202303_723;5;1;FORREST GEDE;H;8;Mourice R.;223.26;74.4;;0;3000;Terrain_Bon;Attelé;Pouzzolane;Corde à gauche
4742;202303_723;6;11;EBERTON;H;9;Guelpa J.;223.56;73.9;;0;3000;Terrain_Bon;Attelé;Pouzzolane;Corde à gauche
4743;202303_723;7;8;HONKY TONK BLUES;H;6;Ensch N.;223.59;73.9;;0;3000;Terrain_Bon;Attelé;Pouzzolane;Corde à gauche
4744;202303_724;1;4;MALIPARMI;F;3;Orani Ant.;0.0;0.0;;1;1400;Terrain_TrèsSouple;Plat;Herbe;Corde à droite
4745;202303_724;2;3;DAZZLE AT DAWN;H;3;Mouesan H.;0.0;0.0;6 L 1/2;0;1400;Terrain_TrèsSouple;Plat;Herbe;Corde à droite
4746;202303_724;3;1;DABIRADJA;F;3;Merille C.;0.0;0.0;1/2 L;0;1400;Terrain_TrèsSouple;Plat;Herbe;Corde à droite
4747;202303_724;4;5;OLYMPE DE GOUGE;F;3;Eon Mlle M.;0.0;0.0;1/2 L;0;1400;Terrain_TrèsSouple;Plat;Herbe;Corde à droite
4748;202303_724;5;2;ARAMITZ;M;3;Guedj-gay G.;0.0;0.0;1 L;0;1400;Terrain_TrèsSouple;Plat;Herbe;Corde à droite
4749;202303_724;6;6;SEGERA;F;3;Robin Mlle C.;0.0;0.0;1 L;0;1400;Terrain_TrèsSouple;Plat;Herbe;Corde à droite
4750;202303_724;7;7;NIGHT CHOPE;F;3;Seguy V.;0.0;0.0;12 L;0;1400;Terrain_TrèsSouple;Plat;Herbe;Corde à droite
4751;202303_725;1;2;ZARICA;F;9;Boutin Hug.;0.0;0.0;;1;2400;Terrain_Standard;Plat;Sable fibré;Corde à droite
4752;202303_725;2;3;ROYAL MONARCH;H;4;Roussel Léo;0.0;0.0;2 L;0;2400;Terrain_Standard;Plat;Sable fibré;Corde à droite
4753;202303_725;3;4;LE PIN;H;10;Lemaitre A.;0.0;0.0;1/2 L;0;2400;Terrain_Standard;Plat;Sable fibré;Corde à droite
4754;202303_725;4;5;COMMANDEUR;H;7;Trullier T.;0.0;0.0;5 L 1/2;0;2400;Terrain_Standard;Plat;Sable fibré;Corde à droite
4755;202303_725;5;6;MALAAW;H;8;Berge C.;0.0;0.0;1 L 1/4;0;2400;Terrain_Standard;Plat;Sable fibré;Corde à droite
4756;202303_725;6;1;TRAOULANDLIVESKILL;M;4;Bourgeais A.;0.0;0.0;6 L 1/2;0;2400;Terrain_Standard;Plat;Sable fibré;Corde à droite
4757;202303_726;1;3;MAAYAFUSHI;F;3;Mouesan H.;0.0;0.0;;1;1200;Terrain_Souple;Plat;Herbe;Corde à droite
4758;202303_726;2;1;GARDEN PARK;F;3;Barzalona M.;0.0;0.0;1/2 L;0;1200;Terrain_Souple;Plat;Herbe;Corde à droite
4759;202303_726;3;7;GO JOHNNY GO GO GO;F;3;Crastus A.;0.0;0.0;1 L 1/4;0;1200;Terrain_Souple;Plat;Herbe;Corde à droite
4760;202303_726;4;2;MONCAYO;M;3;Sanchez Gar.;0.0;0.0;1 L 1/4;0;1200;Terrain_Souple;Plat;Herbe;Corde à droite
4761;202303_726;5;6;RISKI CHOPE;F;3;Forest M.;0.0;0.0;TETE;0;1200;Terrain_Souple;Plat;Herbe;Corde à droite
4762;202303_726;6;5;IERY;M;3;Mendizabal I.;0.0;0.0;5 L 1/2;0;1200;Terrain_Souple;Plat;Herbe;Corde à droite
4763;202303_726;7;8;MANDY;F;3;Seguy V.;0.0;0.0;4 L 1/2;0;1200;Terrain_Souple;Plat;Herbe;Corde à droite
4764;202303_727;1;7;JEUNE ET JOLIE;F;4;Vlaemynck Debost Tom;184.58;75.3;;1;2450;Terrain_Bon;Monté;Sable;Corde à droite
4765;202303_727;2;13;JOLIE DU CEBE;F;4;Lamy A.;185.04;75.5;;0;2450;Terrain_Bon;Monté;Sable;Corde à droite
4766;202303_727;3;12;JULIA DE LA VALLEE;F;4;Rochard B.;185.35;75.7;;0;2450;Terrain_Bon;Monté;Sable;Corde à droite
4767;202303_727;4;1;JEZABEL MAHCATH;F;4;Viel Mar.;188.43;76.9;;0;2450;Terrain_Bon;Monté;Sable;Corde à droite
4768;202303_727;5;6;JAVA DE LAUMONT;F;4;Gervais G.;191.55;78.2;;0;2450;Terrain_Bon;Monté;Sable;Corde à droite
4769;202303_727;6;4;JAVA DE SYVA;F;4;Balu J.;192.02;78.4;;0;2450;Terrain_Bon;Monté;Sable;Corde à droite
4770;202303_727;7;9;JOUVENCE D'AMOUR;F;4;Martin G.;259.76;106.0;;0;2450;Terrain_Bon;Monté;Sable;Corde à droite
4771;202303_728;1;7;GENEVRIER;H;7;Lebourgeois Y.;181.26;74.0;;1;2450;Terrain_Bon;Attelé;Sable;Corde à droite
4772;202303_728;2;2;FELICITA D'ECOUVES;F;8;Ernault S.;181.32;74.0;;0;2450;Terrain_Bon;Attelé;Sable;Corde à droite
4773;202303_728;3;3;GLOUGLOU D'EMI;H;7;Travers J.;182.17;74.4;;0;2450;Terrain_Bon;Attelé;Sable;Corde à droite
4774;202303_728;4;13;FIGOLU FRAZEEN;H;8;Beauchene Th.;182.22;73.6;;0;2450;Terrain_Bon;Attelé;Sable;Corde à droite
4775;202303_728;5;5;GIRL PETTEVINIERE;F;7;Dulong D.;182.5;74.5;;0;2450;Terrain_Bon;Attelé;Sable;Corde à droite
4776;202303_728;6;4;DON'T LET ME DOWN;H;10;Martin L. A.;182.58;74.5;;0;2450;Terrain_Bon;Attelé;Sable;Corde à droite
4777;202303_728;7;11;FEUILLE D'ERABLE;F;8;Thomain D.;182.95;74.7;;0;2450;Terrain_Bon;Attelé;Sable;Corde à droite
4778;202303_729;1;2;PANAREA;F;4;Prichard Mlle C.;0.0;0.0;;1;3400;Terrain_TrèsSouple;Haies;Herbe;
4779;202303_729;2;3;JUBILEZ;H;4;Mescam D.;0.0;0.0;2 L 1/2;0;3400;Terrain_TrèsSouple;Haies;Herbe;
4780;202303_729;3;5;JACK LUX;H;4;Smeulders C.;0.0;0.0;18 L;0;3400;Terrain_TrèsSouple;Haies;Herbe;
4781;202303_729;4;6;PARIOLI;F;4;Coyer J.;0.0;0.0;1 L 1/4;0;3400;Terrain_TrèsSouple;Haies;Herbe;
4782;202303_729;5;8;NINARISK;F;4;Bouche Sac.;0.0;0.0;3 L;0;3400;Terrain_TrèsSouple;Haies;Herbe;
4783;202303_729;6;4;RUBICA;F;4;Besson F.;0.0;0.0;5 L 1/2;0;3400;Terrain_TrèsSouple;Haies;Herbe;
4784;202303_729;7;7;BAKICK;F;4;Gillet Tho.;0.0;0.0;9 L 1/2;0;3400;Terrain_TrèsSouple;Haies;Herbe;
4785;202303_730;1;7;ILUN DUEM;M;5;Criado M.;0.0;0.0;;1;2325;Terrain_Bon;Attelé;Sable;Corde à droite
4786;202303_730;2;5;IKATANGO;H;5;Geray P.;0.0;0.0;;0;2325;Terrain_Bon;Attelé;Sable;Corde à droite
4787;202303_730;3;12;INSTANT DE BEAUM;H;5;Le Creps R.;0.0;0.0;;0;2325;Terrain_Bon;Attelé;Sable;Corde à droite
4788;202303_730;4;9;IKARIA VET;F;5;Daougabel M.;0.0;0.0;;0;2325;Terrain_Bon;Attelé;Sable;Corde à droite
4789;202303_730;5;2;ITALO BELLO;M;5;Gergouil Mat.;0.0;0.0;;0;2325;Terrain_Bon;Attelé;Sable;Corde à droite
4790;202303_731;1;16;PALIMERO;H;6;Marie Benj.;0.0;0.0;;1;1600;Terrain_Standard;Plat;Sable fibré;Corde à droite
4791;202303_731;2;4;VIOU;H;5;Lecoeuvre C.;0.0;0.0;1/2 L;0;1600;Terrain_Standard;Plat;Sable fibré;Corde à droite
4792;202303_731;3;10;ZAAHIR;H;7;Roussel Ale.;0.0;0.0;TETE;0;1600;Terrain_Standard;Plat;Sable fibré;Corde à droite
4793;202303_731;4;9;ROYAL VATI;H;10;Trolley De Prevaux G.;0.0;0.0;CTE ENC.;0;1600;Terrain_Standard;Plat;Sable fibré;Corde à droite
4794;202303_731;5;2;LE KAKOU;M;7;Hardouin E.;0.0;0.0;CTE TETE;0;1600;Terrain_Standard;Plat;Sable fibré;Corde à droite
4795;202303_731;5;11;ZANTARIO;H;8;Piccone T.;0.0;0.0;DEAD-HEAT;0;1600;Terrain_Standard;Plat;Sable fibré;Corde à droite
4796;202303_731;7;12;YSSINGEAUX;H;7;Mangione R.;0.0;0.0;ENCOLURE;0;1600;Terrain_Standard;Plat;Sable fibré;Corde à droite
4797;202303_732;1;9;KIWI A TROIS;M;3;Boutin Ph.;174.03;79.1;;1;2200;Terrain_Bon;Attelé;Sable;Corde à gauche
4798;202303_732;2;7;KAPLA DEVOL;M;3;Wiels A.;174.5;79.3;;0;2200;Terrain_Bon;Attelé;Sable;Corde à gauche
4799;202303_732;3;11;KASH DES CAILLONS;M;3;Collette A.;174.88;79.5;;0;2200;Terrain_Bon;Attelé;Sable;Corde à gauche
4800;202303_732;4;4;KASH DE TILLARD;M;3;Lecellier P.;175.57;79.8;;0;2200;Terrain_Bon;Attelé;Sable;Corde à gauche
4801;202303_732;5;6;KANAKY DES HUPIS;F;3;Angot A.;175.7;79.9;;0;2200;Terrain_Bon;Attelé;Sable;Corde à gauche
4802;202303_732;6;5;KATKO DES CAILLONS;M;3;Favris A.;175.77;79.9;;0;2200;Terrain_Bon;Attelé;Sable;Corde à gauche
4803;202303_732;7;1;KASHMIR JADOR;H;3;Jublot L.;176.03;80.0;;0;2200;Terrain_Bon;Attelé;Sable;Corde à gauche
4804;202303_733;1;6;ABONDANT;M;4;Mosse G.;0.0;0.0;;1;2400;Terrain_TrèsSouple;Plat;Gazon;Corde à gauche
4805;202303_733;2;9;FLATTEN THE CURVE;H;4;Hardouin E.;0.0;0.0;1 L;0;2400;Terrain_TrèsSouple;Plat;Gazon;Corde à gauche
4806;202303_733;3;10;AHA;F;4;Pouchin A.;0.0;0.0;3/4 L;0;2400;Terrain_TrèsSouple;Plat;Gazon;Corde à gauche
4807;202303_733;4;2;STALLONE;M;4;Barzalona M.;0.0;0.0;TETE;0;2400;Terrain_TrèsSouple;Plat;Gazon;Corde à gauche
4808;202303_733;5;4;L'ANTHARIS;M;4;Murzabayev B.;0.0;0.0;1/2 L;0;2400;Terrain_TrèsSouple;Plat;Gazon;Corde à gauche
